machine_id,truck_id,time_stamp,action
r2_3,338087748646,27216.0,start
r2_3,338087748646,27220.8,end
new,339601473296,35730.0,wait
r2_3,339601473296,35730.0,start
r2_3,339601473296,35768.40000000002,end
new,336993954267,0.0,wait
r2_4,336993954267,0.0,start
r2_4,336993954267,0.0,end
new,339101797255,684.0,wait
r2_4,339101797255,684.0,start
r2_4,339101797255,698.3999999999999,end
new,338832149040,2563.0,wait
r2_4,338832149040,2563.0,start
r2_4,338832149040,2563.0,end
new,338505969401,3832.0000000000005,wait
r2_4,338505969401,3832.0000000000005,start
r2_4,338505969401,3836.8000000000006,end
new,338839491148,7044.0,wait
r2_4,338839491148,7044.0,start
r2_4,338839491148,7298.40000000001,end
new,339731197272,12557.0,wait
r2_4,339731197272,12557.0,start
r2_4,339731197272,12561.8,end
new,339396310306,17129.0,wait
r2_4,339396310306,17129.0,start
r2_4,339396310306,17138.6,end
new,338918704684,20840.0,wait
r2_4,338918704684,20840.0,start
r2_4,338918704684,20840.0,end
new,338087748646,26687.0,wait
r2_4,338087748646,26687.0,start
r2_4,338087748646,26691.8,end
new,338087748646,27608.0,wait
r2_4,338087748646,27608.0,start
r2_4,338087748646,27612.8,end
new,338862272051,41664.0,wait
r2_4,338862272051,41664.0,start
r2_4,338862272051,41664.0,end
new,338021769024,0.0,wait
r3_1,338021769024,0.0,start
r3_1,338021769024,4.8,end
new,334999273345,1441.0,wait
r3_1,334999273345,1441.0,start
r3_1,334999273345,1450.6,end
new,338832149040,2675.0,wait
r3_1,338832149040,2675.0,start
r3_1,338832149040,2675.0,end
new,338694450866,4188.0,wait
r3_1,338694450866,4188.0,start
r3_1,338694450866,4298.400000000004,end
new,338861461499,7746.000000000001,wait
r3_1,338861461499,7746.000000000001,start
r3_1,338861461499,7746.000000000001,end
new,339219318590,13664.0,wait
r3_1,339219318590,13664.0,start
r3_1,339219318590,13664.0,end
new,336320053867,17879.0,wait
r3_1,336320053867,17879.0,start
r3_1,336320053867,18718.999999999873,end
new,338087748567,24573.0,wait
r3_1,338087748567,24573.0,start
r3_1,338087748567,24616.199999999993,end
new,338087748646,26966.0,wait
r3_1,338087748646,26966.0,start
r3_1,338087748646,26970.8,end
new,338721330913,29247.000000000004,wait
r3_1,338721330913,29247.000000000004,start
r3_1,338721330913,29247.000000000004,end
new,338026788103,0.0,wait
r3_2,338026788103,0.0,start
r3_2,338026788103,4.8,end
new,334631331268,1464.0,wait
r3_2,334631331268,1464.0,start
r3_2,334631331268,1483.1999999999998,end
new,338832149040,2699.0,wait
r3_2,338832149040,2699.0,start
r3_2,338832149040,2699.0,end
new,338554326358,4481.0,wait
r3_2,338554326358,4481.0,start
r3_2,338554326358,4485.8,end
new,334984591353,8064.000000000001,wait
r3_2,334984591353,8064.000000000001,start
r3_2,334984591353,8068.800000000001,end
new,336993954258,13712.0,wait
r3_2,336993954258,13712.0,start
r3_2,336993954258,13712.0,end
new,336344177785,17992.0,wait
r3_2,336344177785,17992.0,start
r3_2,336344177785,17996.8,end
new,339226197393,23891.0,wait
r3_2,339226197393,23891.0,start
r3_2,339226197393,23972.599999999988,end
new,338087748646,26798.0,wait
r3_2,338087748646,26798.0,start
r3_2,338087748646,26802.8,end
new,338087748646,27836.0,wait
r3_2,338087748646,27836.0,start
r3_2,338087748646,27840.8,end
new,338026789357,0.0,wait
r3_3,338026789357,0.0,start
r3_3,338026789357,0.0,end
new,333627771163,720.0,wait
r3_3,333627771163,720.0,start
r3_3,333627771163,720.0,end
new,338832149040,2566.0,wait
r3_3,338832149040,2566.0,start
r3_3,338832149040,2566.0,end
new,338918704693,3894.0000000000005,wait
r3_3,338918704693,3894.0000000000005,start
r3_3,338918704693,3937.200000000002,end
new,339369553050,7058.0,wait
r3_3,339369553050,7058.0,start
r3_3,339369553050,7058.0,end
new,338554326903,12469.0,wait
r3_3,338554326903,12469.0,start
r3_3,338554326903,12473.8,end
new,339142587906,16538.0,wait
r3_3,339142587906,16538.0,start
r3_3,339142587906,16542.8,end
new,338918704735,20241.0,wait
r3_3,338918704735,20241.0,start
r3_3,338918704735,20255.399999999998,end
new,338087748646,26348.0,wait
r3_3,338087748646,26348.0,start
r3_3,338087748646,26352.8,end
new,338087748646,27428.0,wait
r3_3,338087748646,27428.0,start
r3_3,338087748646,27432.8,end
new,338021727363,36204.0,wait
r3_3,338021727363,36204.0,start
r3_3,338021727363,36218.40000000001,end
new,338464549252,0.0,wait
r3_4,338464549252,0.0,start
r3_4,338464549252,9.6,end
new,339551340998,2066.0,wait
r3_4,339551340998,2066.0,start
r3_4,339551340998,2066.0,end
new,339220470104,3051.0,wait
r3_4,339220470104,3051.0,start
r3_4,339220470104,3051.0,end
new,338707693829,5619.0,wait
r3_4,338707693829,5619.0,start
r3_4,338707693829,5643.000000000001,end
new,338693137626,9432.0,wait
r3_4,338693137626,9432.0,start
r3_4,338693137626,9436.8,end
new,338557919478,15102.000000000002,wait
r3_4,338557919478,15102.000000000002,start
r3_4,338557919478,15102.000000000002,end
new,339909707431,19256.0,wait
r3_4,339909707431,19256.0,start
r3_4,339909707431,19256.0,end
new,338896090433,25471.0,wait
r3_4,338896090433,25471.0,start
r3_4,338896090433,25475.8,end
new,338087748646,27068.0,wait
r3_4,338087748646,27068.0,start
r3_4,338087748646,27072.8,end
new,336460747736,33161.0,wait
r3_4,336460747736,33161.0,start
r3_4,336460747736,33223.40000000004,end
new,338538500320,0.0,wait
r3_5,338538500320,0.0,start
r3_5,338538500320,4.8,end
new,338212545746,1518.0,wait
r3_5,338212545746,1518.0,start
r3_5,338212545746,1532.3999999999999,end
new,338832149040,2704.0,wait
r3_5,338832149040,2704.0,start
r3_5,338832149040,2704.0,end
new,338841048005,4697.0,wait
r3_5,338841048005,4697.0,start
r3_5,338841048005,4711.400000000001,end
new,338923302044,8174.000000000001,wait
r3_5,338923302044,8174.000000000001,start
r3_5,338923302044,8500.399999999954,end
new,339369553111,14222.0,wait
r3_5,339369553111,14222.0,start
r3_5,339369553111,14222.0,end
new,338835112460,18543.0,wait
r3_5,338835112460,18543.0,start
r3_5,338835112460,19267.79999999989,end
new,338896090442,25682.0,wait
r3_5,338896090442,25682.0,start
r3_5,338896090442,25682.0,end
new,338087748646,27117.0,wait
r3_5,338087748646,27117.0,start
r3_5,338087748646,27121.8,end
new,336055227626,33676.0,wait
r3_5,336055227626,33676.0,start
r3_5,336055227626,33676.0,end
new,338554357369,0.0,wait
r3_6,338554357369,0.0,start
r3_6,338554357369,4.8,end
new,338886281007,1533.0,wait
r3_6,338886281007,1533.0,start
r3_6,338886281007,1537.8,end
new,338832149040,2709.0,wait
r3_6,338832149040,2709.0,start
r3_6,338832149040,2709.0,end
new,338836802580,4780.0,wait
r3_6,338836802580,4780.0,start
r3_6,338836802580,4784.8,end
new,339729071426,8197.0,wait
r3_6,339729071426,8197.0,start
r3_6,339729071426,8216.199999999997,end
new,338637917602,13730.0,wait
r3_6,338637917602,13730.0,start
r3_6,338637917602,13734.8,end
new,338637917684,18136.0,wait
r3_6,338637917684,18136.0,start
r3_6,338637917684,18428.799999999956,end
new,338748416773,23934.0,wait
r3_6,338748416773,23934.0,start
r3_6,338748416773,24025.199999999986,end
new,338087748646,26822.0,wait
r3_6,338087748646,26822.0,start
r3_6,338087748646,26826.8,end
new,338087748646,27945.0,wait
r3_6,338087748646,27945.0,start
r3_6,338087748646,27949.8,end
new,338637917657,0.0,wait
r3_7,338637917657,0.0,start
r3_7,338637917657,4.8,end
new,338072732931,1554.0,wait
r3_7,338072732931,1554.0,start
r3_7,338072732931,1554.0,end
new,338832149040,2734.0,wait
r3_7,338832149040,2734.0,start
r3_7,338832149040,2734.0,end
new,338832149040,4863.0,wait
r3_7,338832149040,4863.0,start
r3_7,338832149040,4867.8,end
new,338196782252,8281.0,wait
r3_7,338196782252,8281.0,start
r3_7,338196782252,8281.0,end
new,338021737407,13756.0,wait
r3_7,338021737407,13756.0,start
r3_7,338021737407,13756.0,end
new,339459818766,18441.0,wait
r3_7,339459818766,18441.0,start
r3_7,339459818766,18464.999999999996,end
new,336283165863,23970.0,wait
r3_7,336283165863,23970.0,start
r3_7,336283165863,24027.59999999999,end
new,338087748646,26828.0,wait
r3_7,338087748646,26828.0,start
r3_7,338087748646,26832.8,end
new,338087748646,28052.0,wait
r3_7,338087748646,28052.0,start
r3_7,338087748646,28056.8,end
new,338752277374,0.0,wait
r3_8,338752277374,0.0,start
r3_8,338752277374,163.20000000000005,end
new,338642403988,2364.0,wait
r3_8,338642403988,2364.0,start
r3_8,338642403988,2378.4000000000005,end
new,338212147002,3325.0,wait
r3_8,338212147002,3325.0,start
r3_8,338212147002,3329.8,end
new,339731197660,6318.0,wait
r3_8,339731197660,6318.0,start
r3_8,339731197660,6322.8,end
new,338021727363,9810.0,wait
r3_8,338021727363,9810.0,start
r3_8,338021727363,9843.599999999995,end
new,339909707399,15905.000000000002,wait
r3_8,339909707399,15905.000000000002,start
r3_8,339909707399,15909.800000000001,end
new,339166565014,19447.0,wait
r3_8,339166565014,19447.0,start
r3_8,339166565014,19600.599999999977,end
new,338087748646,25927.0,wait
r3_8,338087748646,25927.0,start
r3_8,338087748646,25931.8,end
new,338087748646,27165.0,wait
r3_8,338087748646,27165.0,start
r3_8,338087748646,27169.8,end
new,338022222252,35441.0,wait
r3_8,338022222252,35441.0,start
r3_8,338022222252,35479.40000000002,end
new,338778737300,0.0,wait
r3_9,338778737300,0.0,start
r3_9,338778737300,0.0,end
new,338537102109,1058.0,wait
r3_9,338537102109,1058.0,start
r3_9,338537102109,1072.3999999999999,end
new,338832149040,2577.0,wait
r3_9,338832149040,2577.0,start
r3_9,338832149040,2577.0,end
new,338951330795,4025.0000000000005,wait
r3_9,338951330795,4025.0000000000005,start
r3_9,338951330795,4025.0000000000005,end
new,339909707626,7210.0,wait
r3_9,339909707626,7210.0,start
r3_9,339909707626,7219.6,end
new,339521113767,12508.0,wait
r3_9,339521113767,12508.0,start
r3_9,339521113767,12508.0,end
new,338022222207,16900.0,wait
r3_9,338022222207,16900.0,start
r3_9,338022222207,16904.8,end
new,338693137608,20278.0,wait
r3_9,338693137608,20278.0,start
r3_9,338693137608,20301.999999999996,end
new,338087748646,26404.0,wait
r3_9,338087748646,26404.0,start
r3_9,338087748646,26408.8,end
new,338087748646,27431.0,wait
r3_9,338087748646,27431.0,start
r3_9,338087748646,27435.8,end
new,338021737407,36204.0,wait
r3_9,338021737407,36204.0,start
r3_9,338021737407,36208.8,end
new,338778786282,0.0,wait
r3_10,338778786282,0.0,start
r3_10,338778786282,0.0,end
new,338636406411,1065.0,wait
r3_10,338636406411,1065.0,start
r3_10,338636406411,1069.8,end
new,338832149040,2573.0,wait
r3_10,338832149040,2573.0,start
r3_10,338832149040,2573.0,end
new,339368834891,3963.0000000000005,wait
r3_10,339368834891,3963.0000000000005,start
r3_10,339368834891,3967.8000000000006,end
new,338464549289,7120.0,wait
r3_10,338464549289,7120.0,start
r3_10,338464549289,7120.0,end
new,338102268223,12482.0,wait
r3_10,338102268223,12482.0,start
r3_10,338102268223,12515.599999999995,end
new,338752277965,17094.0,wait
r3_10,338752277965,17094.0,start
r3_10,338752277965,17117.999999999996,end
new,338780932178,20775.0,wait
r3_10,338780932178,20775.0,start
r3_10,338780932178,20779.8,end
new,338087748646,26686.0,wait
r3_10,338087748646,26686.0,start
r3_10,338087748646,26690.8,end
new,338087748646,27604.0,wait
r3_10,338087748646,27604.0,start
r3_10,338087748646,27608.8,end
new,339909707626,36204.0,wait
r3_10,339909707626,36204.0,start
r3_10,339909707626,36208.8,end
new,338937755172,0.0,wait
r4_1,338937755172,0.0,start
r4_1,338937755172,0.0,end
new,336906067828,1075.0,wait
r4_1,336906067828,1075.0,start
r4_1,336906067828,1084.6,end
new,338832149040,2587.0,wait
r4_1,338832149040,2587.0,start
r4_1,338832149040,2587.0,end
new,338642438183,4040.0000000000005,wait
r4_1,338642438183,4040.0000000000005,start
r4_1,338642438183,4044.8000000000006,end
new,339142945980,7361.000000000001,wait
r4_1,339142945980,7361.000000000001,start
r4_1,339142945980,7365.800000000001,end
new,339459818784,12643.0,wait
r4_1,339459818784,12643.0,start
r4_1,339459818784,12700.599999999991,end
new,338923302053,17361.0,wait
r4_1,338923302053,17361.0,start
r4_1,338923302053,17365.8,end
new,338748416764,20910.0,wait
r4_1,338748416764,20910.0,start
r4_1,338748416764,21793.199999999866,end
new,338087748646,26736.0,wait
r4_1,338087748646,26736.0,start
r4_1,338087748646,26740.8,end
new,338087748646,27748.0,wait
r4_1,338087748646,27748.0,start
r4_1,338087748646,27752.8,end
new,339093975335,0.0,wait
r4_2,339093975335,0.0,start
r4_2,339093975335,4.8,end
new,334223591116,1564.0,wait
r4_2,334223591116,1564.0,start
r4_2,334223591116,1597.5999999999997,end
new,338832149040,2756.0,wait
r4_2,338832149040,2756.0,start
r4_2,338832149040,2756.0,end
new,336984680125,4874.0,wait
r4_2,336984680125,4874.0,start
r4_2,336984680125,4883.6,end
new,339369060958,8287.0,wait
r4_2,339369060958,8287.0,start
r4_2,339369060958,8287.0,end
new,334591692115,14007.0,wait
r4_2,334591692115,14007.0,start
r4_2,334591692115,14011.8,end
new,338026600657,18503.0,wait
r4_2,338026600657,18503.0,start
r4_2,338026600657,18503.0,end
new,338217226612,23982.0,wait
r4_2,338217226612,23982.0,start
r4_2,338217226612,23982.0,end
new,338087748646,26805.0,wait
r4_2,338087748646,26805.0,start
r4_2,338087748646,26809.8,end
new,339213259153,27836.0,wait
r4_2,339213259153,27836.0,start
r4_2,339213259153,27869.599999999995,end
new,339093975353,0.0,wait
r4_3,339093975353,0.0,start
r4_3,339093975353,4.8,end
new,338886312023,1826.0000000000002,wait
r4_3,338886312023,1826.0000000000002,start
r4_3,338886312023,1830.8000000000002,end
new,336907611034,2762.0,wait
r4_3,336907611034,2762.0,start
r4_3,336907611034,2853.2000000000035,end
new,338748416746,5113.0,wait
r4_3,338748416746,5113.0,start
r4_3,338748416746,5689.000000000022,end
new,338087748512,9489.0,wait
r4_3,338087748512,9489.0,start
r4_3,338087748512,9498.599999999999,end
new,339093885479,15136.000000000002,wait
r4_3,339093885479,15136.000000000002,start
r4_3,339093885479,15140.800000000001,end
new,338217226597,19268.0,wait
r4_3,338217226597,19268.0,start
r4_3,338217226597,19268.0,end
new,338896090442,25847.0,wait
r4_3,338896090442,25847.0,start
r4_3,338896090442,25847.0,end
new,338087748646,27120.0,wait
r4_3,338087748646,27120.0,start
r4_3,338087748646,27124.8,end
new,334191209703,34493.0,wait
r4_3,334191209703,34493.0,start
r4_3,334191209703,34502.600000000006,end
new,339142587836,0.0,wait
r4_4,339142587836,0.0,start
r4_4,339142587836,0.0,end
new,339218130711,1110.0,wait
r4_4,339218130711,1110.0,start
r4_4,339218130711,1114.8,end
new,336984782337,2613.0,wait
r4_4,336984782337,2613.0,start
r4_4,336984782337,2627.4000000000005,end
new,338217226588,4080.0000000000005,wait
r4_4,338217226588,4080.0000000000005,start
r4_4,338217226588,4080.0000000000005,end
new,338918704717,7385.000000000001,wait
r4_4,338918704717,7385.000000000001,start
r4_4,338918704717,7394.600000000001,end
new,338839490577,13399.0,wait
r4_4,338839490577,13399.0,start
r4_4,338839490577,13710.999999999953,end
new,338693137210,17976.0,wait
r4_4,338693137210,17976.0,start
r4_4,338693137210,17990.399999999998,end
new,338230600149,23222.0,wait
r4_4,338230600149,23222.0,start
r4_4,338230600149,23222.0,end
new,338087748646,26776.0,wait
r4_4,338087748646,26776.0,start
r4_4,338087748646,26780.8,end
new,338087748646,27767.0,wait
r4_4,338087748646,27767.0,start
r4_4,338087748646,27771.8,end
new,339219318518,0.0,wait
r4_5,339219318518,0.0,start
r4_5,339219318518,0.0,end
new,338719377207,1118.0,wait
r4_5,338719377207,1118.0,start
r4_5,338719377207,1118.0,end
new,339219188993,2653.0,wait
r4_5,339219188993,2653.0,start
r4_5,339219188993,2653.0,end
new,338214505788,4107.0,wait
r4_5,338214505788,4107.0,start
r4_5,338214505788,4111.8,end
new,338021737365,7479.000000000001,wait
r4_5,338021737365,7479.000000000001,start
r4_5,338021737365,7507.800000000002,end
new,338067989985,13484.0,wait
r4_5,338067989985,13484.0,start
r4_5,338067989985,13488.8,end
new,339226149406,17470.0,wait
r4_5,339226149406,17470.0,start
r4_5,339226149406,17585.199999999983,end
new,338835112424,21211.0,wait
r4_5,338835112424,21211.0,start
r4_5,338835112424,21378.999999999975,end
new,338087748646,26729.0,wait
r4_5,338087748646,26729.0,start
r4_5,338087748646,26733.8,end
new,338087748646,27656.0,wait
r4_5,338087748646,27656.0,start
r4_5,338087748646,27660.8,end
new,338865051365,46851.0,wait
r4_5,338865051365,46851.0,start
r4_5,338865051365,46860.600000000006,end
new,339393229077,0.0,wait
r4_6,339393229077,0.0,start
r4_6,339393229077,4.8,end
new,339616204483,1855.0000000000002,wait
r4_6,339616204483,1855.0000000000002,start
r4_6,339616204483,1859.8000000000002,end
new,338832149040,2771.0,wait
r4_6,338832149040,2771.0,start
r4_6,338832149040,2771.0,end
new,338554357456,4914.0,wait
r4_6,338554357456,4914.0,start
r4_6,338554357456,4914.0,end
new,338067989994,8570.0,wait
r4_6,338067989994,8570.0,start
r4_6,338067989994,8613.199999999993,end
new,336991872063,14428.0,wait
r4_6,336991872063,14428.0,start
r4_6,336991872063,14447.199999999997,end
new,338554326897,18555.0,wait
r4_6,338554326897,18555.0,start
r4_6,338554326897,18555.0,end
new,338937755206,23992.0,wait
r4_6,338937755206,23992.0,start
r4_6,338937755206,23996.8,end
new,338087748646,26809.0,wait
r4_6,338087748646,26809.0,start
r4_6,338087748646,26813.8,end
new,338087748646,27906.0,wait
r4_6,338087748646,27906.0,start
r4_6,338087748646,27910.8,end
new,339396200630,0.0,wait
r4_7,339396200630,0.0,start
r4_7,339396200630,4.8,end
new,338701908983,1869.0000000000002,wait
r4_7,338701908983,1869.0000000000002,start
r4_7,338701908983,1873.8000000000002,end
new,338832149040,2778.0,wait
r4_7,338832149040,2778.0,start
r4_7,338832149040,2778.0,end
new,336991872072,4953.0,wait
r4_7,336991872072,4953.0,start
r4_7,336991872072,4957.8,end
new,334157941651,8992.0,wait
r4_7,334157941651,8992.0,start
r4_7,334157941651,8996.8,end
new,338196782331,14604.000000000002,wait
r4_7,338196782331,14604.000000000002,start
r4_7,338196782331,14604.000000000002,end
new,338554357508,18598.0,wait
r4_7,338554357508,18598.0,start
r4_7,338554357508,18598.0,end
new,339459818793,24008.0,wait
r4_7,339459818793,24008.0,start
r4_7,339459818793,24012.8,end
new,338087748646,26816.0,wait
r4_7,338087748646,26816.0,start
r4_7,338087748646,26820.8,end
new,336320053885,27927.0,wait
r4_7,336320053885,27927.0,start
r4_7,336320053885,27931.8,end
new,339396204019,0.0,wait
r4_8,339396204019,0.0,start
r4_8,339396204019,4.8,end
new,336706044799,1896.0000000000002,wait
r4_8,336706044799,1896.0000000000002,start
r4_8,336706044799,1910.4,end
new,338832149040,2795.0,wait
r4_8,338832149040,2795.0,start
r4_8,338832149040,2795.0,end
new,339142587863,5027.0,wait
r4_8,339142587863,5027.0,start
r4_8,339142587863,5051.000000000001,end
new,339909736328,9091.0,wait
r4_8,339909736328,9091.0,start
r4_8,339909736328,9095.8,end
new,338918704666,14796.000000000002,wait
r4_8,338918704666,14796.000000000002,start
r4_8,338918704666,14829.599999999997,end
new,339217829273,18767.0,wait
r4_8,339217829273,18767.0,start
r4_8,339217829273,18776.6,end
new,338896090442,25034.0,wait
r4_8,338896090442,25034.0,start
r4_8,338896090442,25034.0,end
new,338087748646,27019.0,wait
r4_8,338087748646,27019.0,start
r4_8,338087748646,27023.8,end
new,338780932239,31132.000000000004,wait
r4_8,338780932239,31132.000000000004,start
r4_8,338780932239,31136.800000000003,end
new,339396206072,0.0,wait
r4_9,339396206072,0.0,start
r4_9,339396206072,9.6,end
new,338213715792,2296.0,wait
r4_9,338213715792,2296.0,start
r4_9,338213715792,2300.8,end
new,338095095246,3074.0,wait
r4_9,338095095246,3074.0,start
r4_9,338095095246,3098.000000000001,end
new,339226149373,5778.0,wait
r4_9,339226149373,5778.0,start
r4_9,339226149373,5778.0,end
new,336998614082,9539.0,wait
r4_9,336998614082,9539.0,start
r4_9,336998614082,9548.599999999999,end
new,338022272209,15699.000000000002,wait
r4_9,338022272209,15699.000000000002,start
r4_9,338022272209,15699.000000000002,end
new,339737752417,19318.0,wait
r4_9,339737752417,19318.0,start
r4_9,339737752417,19318.0,end
new,338896090442,25868.0,wait
