equipment_port_last,equipment_port_next,equipment_type,queue_id,process_time,allocate_rule,parcel_type,sorter_zone,dest_code,dest_type
i1_1,c1_1,c,i1_c1,26.84 ,OD,Parcel,LS1,571J,L
i1_2,c1_1,c,i1_c1,26.84 ,OD,Parcel,LS1,571J,L
i4_1,c1_1,c,i4_c1,38.04 ,OD,Parcel,LS1,571J,L
i4_2,c1_1,c,i4_c1,38.04 ,OD,Parcel,LS1,571J,L
i4_3,c1_1,c,i4_c1,38.04 ,OD,Parcel,LS1,571J,L
i4_4,c1_1,c,i4_c1,38.04 ,OD,Parcel,LS1,571J,L
i1_1,c1_10,c,i1_c1,26.84 ,OD,Parcel,LS1,571TK,L
i1_2,c1_10,c,i1_c1,26.84 ,OD,Parcel,LS1,571TK,L
i4_1,c1_10,c,i4_c1,38.04 ,OD,Parcel,LS1,571TK,L
i4_2,c1_10,c,i4_c1,38.04 ,OD,Parcel,LS1,571TK,L
i4_3,c1_10,c,i4_c1,38.04 ,OD,Parcel,LS1,571TK,L
i4_4,c1_10,c,i4_c1,38.04 ,OD,Parcel,LS1,571TK,L
i1_1,c1_11,c,i1_c1,26.84 ,OD,Parcel,LS1,571CD,L
i1_2,c1_11,c,i1_c1,26.84 ,OD,Parcel,LS1,571CD,L
i4_1,c1_11,c,i4_c1,38.04 ,OD,Parcel,LS1,571CD,L
i4_2,c1_11,c,i4_c1,38.04 ,OD,Parcel,LS1,571CD,L
i4_3,c1_11,c,i4_c1,38.04 ,OD,Parcel,LS1,571CD,L
i4_4,c1_11,c,i4_c1,38.04 ,OD,Parcel,LS1,571CD,L
i1_1,c1_12,c,i1_c1,26.84 ,OD,Parcel,LS1,571TB,L
i1_2,c1_12,c,i1_c1,26.84 ,OD,Parcel,LS1,571TB,L
i4_1,c1_12,c,i4_c1,38.04 ,OD,Parcel,LS1,571TB,L
i4_2,c1_12,c,i4_c1,38.04 ,OD,Parcel,LS1,571TB,L
i4_3,c1_12,c,i4_c1,38.04 ,OD,Parcel,LS1,571TB,L
i4_4,c1_12,c,i4_c1,38.04 ,OD,Parcel,LS1,571TB,L
i1_1,c1_13,c,i1_c1,26.84 ,OD,Parcel,LS1,571AG,L
i1_2,c1_13,c,i1_c1,26.84 ,OD,Parcel,LS1,571AG,L
i4_1,c1_13,c,i4_c1,38.04 ,OD,Parcel,LS1,571AG,L
i4_2,c1_13,c,i4_c1,38.04 ,OD,Parcel,LS1,571AG,L
i4_3,c1_13,c,i4_c1,38.04 ,OD,Parcel,LS1,571AG,L
i4_4,c1_13,c,i4_c1,38.04 ,OD,Parcel,LS1,571AG,L
i1_1,c1_14,c,i1_c1,26.84 ,OD,Parcel,LS1,571NF,L
i1_2,c1_14,c,i1_c1,26.84 ,OD,Parcel,LS1,571NF,L
i4_1,c1_14,c,i4_c1,38.04 ,OD,Parcel,LS1,571NF,L
i4_2,c1_14,c,i4_c1,38.04 ,OD,Parcel,LS1,571NF,L
i4_3,c1_14,c,i4_c1,38.04 ,OD,Parcel,LS1,571NF,L
i4_4,c1_14,c,i4_c1,38.04 ,OD,Parcel,LS1,571NF,L
i1_1,c1_15,c,i1_c1,26.84 ,OD,Parcel,LS1,571QC,L
i1_2,c1_15,c,i1_c1,26.84 ,OD,Parcel,LS1,571QC,L
i4_1,c1_15,c,i4_c1,38.04 ,OD,Parcel,LS1,571QC,L
i4_2,c1_15,c,i4_c1,38.04 ,OD,Parcel,LS1,571QC,L
i4_3,c1_15,c,i4_c1,38.04 ,OD,Parcel,LS1,571QC,L
i4_4,c1_15,c,i4_c1,38.04 ,OD,Parcel,LS1,571QC,L
i1_1,c1_16,c,i1_c1,26.84 ,OD,Parcel,LS1,571NA,L
i1_2,c1_16,c,i1_c1,26.84 ,OD,Parcel,LS1,571NA,L
i4_1,c1_16,c,i4_c1,38.04 ,OD,Parcel,LS1,571NA,L
i4_2,c1_16,c,i4_c1,38.04 ,OD,Parcel,LS1,571NA,L
i4_3,c1_16,c,i4_c1,38.04 ,OD,Parcel,LS1,571NA,L
i4_4,c1_16,c,i4_c1,38.04 ,OD,Parcel,LS1,571NA,L
i1_1,c1_17,c,i1_c1,26.84 ,OD,Parcel,LS1,571DC,L
i1_2,c1_17,c,i1_c1,26.84 ,OD,Parcel,LS1,571DC,L
i4_1,c1_17,c,i4_c1,38.04 ,OD,Parcel,LS1,571DC,L
i4_2,c1_17,c,i4_c1,38.04 ,OD,Parcel,LS1,571DC,L
i4_3,c1_17,c,i4_c1,38.04 ,OD,Parcel,LS1,571DC,L
i4_4,c1_17,c,i4_c1,38.04 ,OD,Parcel,LS1,571DC,L
i1_1,c1_18,c,i1_c1,26.84 ,OD,Parcel,LS1,571AQ,L
i1_2,c1_18,c,i1_c1,26.84 ,OD,Parcel,LS1,571AQ,L
i4_1,c1_18,c,i4_c1,38.04 ,OD,Parcel,LS1,571AQ,L
i4_2,c1_18,c,i4_c1,38.04 ,OD,Parcel,LS1,571AQ,L
i4_3,c1_18,c,i4_c1,38.04 ,OD,Parcel,LS1,571AQ,L
i4_4,c1_18,c,i4_c1,38.04 ,OD,Parcel,LS1,571AQ,L
i1_1,c1_19,c,i1_c1,26.84 ,OD,Parcel,LS1,571KL,L
i1_2,c1_19,c,i1_c1,26.84 ,OD,Parcel,LS1,571KL,L
i4_1,c1_19,c,i4_c1,38.04 ,OD,Parcel,LS1,571KL,L
i4_2,c1_19,c,i4_c1,38.04 ,OD,Parcel,LS1,571KL,L
i4_3,c1_19,c,i4_c1,38.04 ,OD,Parcel,LS1,571KL,L
i4_4,c1_19,c,i4_c1,38.04 ,OD,Parcel,LS1,571KL,L
i1_1,c1_2,c,i1_c1,26.84 ,OD,Parcel,LS1,回流,L
i1_2,c1_2,c,i1_c1,26.84 ,OD,Parcel,LS1,回流,L
i4_1,c1_2,c,i4_c1,38.04 ,OD,Parcel,LS1,回流,L
i4_2,c1_2,c,i4_c1,38.04 ,OD,Parcel,LS1,回流,L
i4_3,c1_2,c,i4_c1,38.04 ,OD,Parcel,LS1,回流,L
i4_4,c1_2,c,i4_c1,38.04 ,OD,Parcel,LS1,回流,L
i1_1,c1_20,c,i1_c1,26.84 ,OD,Parcel,LS1,571HB,L
i1_2,c1_20,c,i1_c1,26.84 ,OD,Parcel,LS1,571HB,L
i4_1,c1_20,c,i4_c1,38.04 ,OD,Parcel,LS1,571HB,L
i4_2,c1_20,c,i4_c1,38.04 ,OD,Parcel,LS1,571HB,L
i4_3,c1_20,c,i4_c1,38.04 ,OD,Parcel,LS1,571HB,L
i4_4,c1_20,c,i4_c1,38.04 ,OD,Parcel,LS1,571HB,L
i1_1,c1_21,c,i1_c1,26.84 ,OD,Parcel,LS1,571B,L
i1_2,c1_21,c,i1_c1,26.84 ,OD,Parcel,LS1,571B,L
i4_1,c1_21,c,i4_c1,38.04 ,OD,Parcel,LS1,571B,L
i4_2,c1_21,c,i4_c1,38.04 ,OD,Parcel,LS1,571B,L
i4_3,c1_21,c,i4_c1,38.04 ,OD,Parcel,LS1,571B,L
i4_4,c1_21,c,i4_c1,38.04 ,OD,Parcel,LS1,571B,L
i1_1,c1_22,c,i1_c1,26.84 ,OD,Parcel,LS1,571NB,L
i1_2,c1_22,c,i1_c1,26.84 ,OD,Parcel,LS1,571NB,L
i4_1,c1_22,c,i4_c1,38.04 ,OD,Parcel,LS1,571NB,L
i4_2,c1_22,c,i4_c1,38.04 ,OD,Parcel,LS1,571NB,L
i4_3,c1_22,c,i4_c1,38.04 ,OD,Parcel,LS1,571NB,L
i4_4,c1_22,c,i4_c1,38.04 ,OD,Parcel,LS1,571NB,L
i1_1,c1_23,c,i1_c1,26.84 ,OD,Parcel,LS1,571AM,L
i1_2,c1_23,c,i1_c1,26.84 ,OD,Parcel,LS1,571AM,L
i4_1,c1_23,c,i4_c1,38.04 ,OD,Parcel,LS1,571AM,L
i4_2,c1_23,c,i4_c1,38.04 ,OD,Parcel,LS1,571AM,L
i4_3,c1_23,c,i4_c1,38.04 ,OD,Parcel,LS1,571AM,L
i4_4,c1_23,c,i4_c1,38.04 ,OD,Parcel,LS1,571AM,L
i1_1,c1_24,c,i1_c1,26.84 ,OD,Parcel,LS1,571NH,L
i1_2,c1_24,c,i1_c1,26.84 ,OD,Parcel,LS1,571NH,L
i4_1,c1_24,c,i4_c1,38.04 ,OD,Parcel,LS1,571NH,L
i4_2,c1_24,c,i4_c1,38.04 ,OD,Parcel,LS1,571NH,L
i4_3,c1_24,c,i4_c1,38.04 ,OD,Parcel,LS1,571NH,L
i4_4,c1_24,c,i4_c1,38.04 ,OD,Parcel,LS1,571NH,L
i1_1,c1_25,c,i1_c1,26.84 ,OD,Parcel,LS1,571PF,L
i1_2,c1_25,c,i1_c1,26.84 ,OD,Parcel,LS1,571PF,L
i4_1,c1_25,c,i4_c1,38.04 ,OD,Parcel,LS1,571PF,L
i4_2,c1_25,c,i4_c1,38.04 ,OD,Parcel,LS1,571PF,L
i4_3,c1_25,c,i4_c1,38.04 ,OD,Parcel,LS1,571PF,L
i4_4,c1_25,c,i4_c1,38.04 ,OD,Parcel,LS1,571PF,L
i1_1,c1_26,c,i1_c1,26.84 ,OD,Parcel,LS1,C571H,L
i1_2,c1_26,c,i1_c1,26.84 ,OD,Parcel,LS1,C571H,L
i4_1,c1_26,c,i4_c1,38.04 ,OD,Parcel,LS1,C571H,L
i4_2,c1_26,c,i4_c1,38.04 ,OD,Parcel,LS1,C571H,L
i4_3,c1_26,c,i4_c1,38.04 ,OD,Parcel,LS1,C571H,L
i4_4,c1_26,c,i4_c1,38.04 ,OD,Parcel,LS1,C571H,L
i1_1,c1_27,c,i1_c1,26.84 ,OD,Parcel,LS1,571BM,L
i1_2,c1_27,c,i1_c1,26.84 ,OD,Parcel,LS1,571BM,L
i4_1,c1_27,c,i4_c1,38.04 ,OD,Parcel,LS1,571BM,L
i4_2,c1_27,c,i4_c1,38.04 ,OD,Parcel,LS1,571BM,L
i4_3,c1_27,c,i4_c1,38.04 ,OD,Parcel,LS1,571BM,L
i4_4,c1_27,c,i4_c1,38.04 ,OD,Parcel,LS1,571BM,L
i1_1,c1_28,c,i1_c1,26.84 ,OD,Parcel,LS1,571重货,L
i1_2,c1_28,c,i1_c1,26.84 ,OD,Parcel,LS1,571重货,L
i4_1,c1_28,c,i4_c1,38.04 ,OD,Parcel,LS1,571重货,L
i4_2,c1_28,c,i4_c1,38.04 ,OD,Parcel,LS1,571重货,L
i4_3,c1_28,c,i4_c1,38.04 ,OD,Parcel,LS1,571重货,L
i4_4,c1_28,c,i4_c1,38.04 ,OD,Parcel,LS1,571重货,L
i1_1,c1_29,c,i1_c1,26.84 ,OD,Parcel,LS1,571AF,L
i1_2,c1_29,c,i1_c1,26.84 ,OD,Parcel,LS1,571AF,L
i4_1,c1_29,c,i4_c1,38.04 ,OD,Parcel,LS1,571AF,L
i4_2,c1_29,c,i4_c1,38.04 ,OD,Parcel,LS1,571AF,L
i4_3,c1_29,c,i4_c1,38.04 ,OD,Parcel,LS1,571AF,L
i4_4,c1_29,c,i4_c1,38.04 ,OD,Parcel,LS1,571AF,L
i1_1,c1_3,c,i1_c1,26.84 ,OD,Parcel,LS1,571JB,L
i1_2,c1_3,c,i1_c1,26.84 ,OD,Parcel,LS1,571JB,L
i4_1,c1_3,c,i4_c1,38.04 ,OD,Parcel,LS1,571JB,L
i4_2,c1_3,c,i4_c1,38.04 ,OD,Parcel,LS1,571JB,L
i4_3,c1_3,c,i4_c1,38.04 ,OD,Parcel,LS1,571JB,L
i4_4,c1_3,c,i4_c1,38.04 ,OD,Parcel,LS1,571JB,L
i1_1,c1_30,c,i1_c1,26.84 ,OD,Parcel,LS1,571HC,L
i1_2,c1_30,c,i1_c1,26.84 ,OD,Parcel,LS1,571HC,L
i4_1,c1_30,c,i4_c1,38.04 ,OD,Parcel,LS1,571HC,L
i4_2,c1_30,c,i4_c1,38.04 ,OD,Parcel,LS1,571HC,L
i4_3,c1_30,c,i4_c1,38.04 ,OD,Parcel,LS1,571HC,L
i4_4,c1_30,c,i4_c1,38.04 ,OD,Parcel,LS1,571HC,L
i1_1,c1_31,c,i1_c1,26.84 ,OD,Parcel,LS1,571AD,L
i1_2,c1_31,c,i1_c1,26.84 ,OD,Parcel,LS1,571AD,L
i4_1,c1_31,c,i4_c1,38.04 ,OD,Parcel,LS1,571AD,L
i4_2,c1_31,c,i4_c1,38.04 ,OD,Parcel,LS1,571AD,L
i4_3,c1_31,c,i4_c1,38.04 ,OD,Parcel,LS1,571AD,L
i4_4,c1_31,c,i4_c1,38.04 ,OD,Parcel,LS1,571AD,L
i1_1,c1_32,c,i1_c1,26.84 ,OD,Parcel,LS1,571AB,L
i1_2,c1_32,c,i1_c1,26.84 ,OD,Parcel,LS1,571AB,L
i4_1,c1_32,c,i4_c1,38.04 ,OD,Parcel,LS1,571AB,L
i4_2,c1_32,c,i4_c1,38.04 ,OD,Parcel,LS1,571AB,L
i4_3,c1_32,c,i4_c1,38.04 ,OD,Parcel,LS1,571AB,L
i4_4,c1_32,c,i4_c1,38.04 ,OD,Parcel,LS1,571AB,L
i1_1,c1_33,c,i1_c1,26.84 ,OD,Parcel,LS1,571DB,L
i1_2,c1_33,c,i1_c1,26.84 ,OD,Parcel,LS1,571DB,L
i4_1,c1_33,c,i4_c1,38.04 ,OD,Parcel,LS1,571DB,L
i4_2,c1_33,c,i4_c1,38.04 ,OD,Parcel,LS1,571DB,L
i4_3,c1_33,c,i4_c1,38.04 ,OD,Parcel,LS1,571DB,L
i4_4,c1_33,c,i4_c1,38.04 ,OD,Parcel,LS1,571DB,L
i1_1,c1_34,c,i1_c1,26.84 ,OD,Parcel,LS1,571TL,L
i1_2,c1_34,c,i1_c1,26.84 ,OD,Parcel,LS1,571TL,L
i4_1,c1_34,c,i4_c1,38.04 ,OD,Parcel,LS1,571TL,L
i4_2,c1_34,c,i4_c1,38.04 ,OD,Parcel,LS1,571TL,L
i4_3,c1_34,c,i4_c1,38.04 ,OD,Parcel,LS1,571TL,L
i4_4,c1_34,c,i4_c1,38.04 ,OD,Parcel,LS1,571TL,L
i1_1,c1_35,c,i1_c1,26.84 ,OD,Parcel,LS1,571D,L
i1_2,c1_35,c,i1_c1,26.84 ,OD,Parcel,LS1,571D,L
i4_1,c1_35,c,i4_c1,38.04 ,OD,Parcel,LS1,571D,L
i4_2,c1_35,c,i4_c1,38.04 ,OD,Parcel,LS1,571D,L
i4_3,c1_35,c,i4_c1,38.04 ,OD,Parcel,LS1,571D,L
i4_4,c1_35,c,i4_c1,38.04 ,OD,Parcel,LS1,571D,L
i1_1,c1_36,c,i1_c1,26.84 ,OD,Parcel,LS1,571KC,L
i1_2,c1_36,c,i1_c1,26.84 ,OD,Parcel,LS1,571KC,L
i4_1,c1_36,c,i4_c1,38.04 ,OD,Parcel,LS1,571KC,L
i4_2,c1_36,c,i4_c1,38.04 ,OD,Parcel,LS1,571KC,L
i4_3,c1_36,c,i4_c1,38.04 ,OD,Parcel,LS1,571KC,L
i4_4,c1_36,c,i4_c1,38.04 ,OD,Parcel,LS1,571KC,L
i1_1,c1_37,c,i1_c1,26.84 ,OD,Parcel,LS1,571HP,L
i1_2,c1_37,c,i1_c1,26.84 ,OD,Parcel,LS1,571HP,L
i4_1,c1_37,c,i4_c1,38.04 ,OD,Parcel,LS1,571HP,L
i4_2,c1_37,c,i4_c1,38.04 ,OD,Parcel,LS1,571HP,L
i4_3,c1_37,c,i4_c1,38.04 ,OD,Parcel,LS1,571HP,L
i4_4,c1_37,c,i4_c1,38.04 ,OD,Parcel,LS1,571HP,L
i1_1,c1_38,c,i1_c1,26.84 ,OD,Parcel,LS1,571TD,L
i1_2,c1_38,c,i1_c1,26.84 ,OD,Parcel,LS1,571TD,L
i4_1,c1_38,c,i4_c1,38.04 ,OD,Parcel,LS1,571TD,L
i4_2,c1_38,c,i4_c1,38.04 ,OD,Parcel,LS1,571TD,L
i4_3,c1_38,c,i4_c1,38.04 ,OD,Parcel,LS1,571TD,L
i4_4,c1_38,c,i4_c1,38.04 ,OD,Parcel,LS1,571TD,L
i1_1,c1_39,c,i1_c1,26.84 ,OD,Parcel,LS1,571DA,L
i1_2,c1_39,c,i1_c1,26.84 ,OD,Parcel,LS1,571DA,L
i4_1,c1_39,c,i4_c1,38.04 ,OD,Parcel,LS1,571DA,L
i4_2,c1_39,c,i4_c1,38.04 ,OD,Parcel,LS1,571DA,L
i4_3,c1_39,c,i4_c1,38.04 ,OD,Parcel,LS1,571DA,L
i4_4,c1_39,c,i4_c1,38.04 ,OD,Parcel,LS1,571DA,L
i1_1,c1_4,c,i1_c1,26.84 ,OD,Parcel,LS1,571AE,L
i1_2,c1_4,c,i1_c1,26.84 ,OD,Parcel,LS1,571AE,L
i4_1,c1_4,c,i4_c1,38.04 ,OD,Parcel,LS1,571AE,L
i4_2,c1_4,c,i4_c1,38.04 ,OD,Parcel,LS1,571AE,L
i4_3,c1_4,c,i4_c1,38.04 ,OD,Parcel,LS1,571AE,L
i4_4,c1_4,c,i4_c1,38.04 ,OD,Parcel,LS1,571AE,L
i1_1,c1_40,c,i1_c1,26.84 ,OD,Parcel,LS1,571FC,L
i1_2,c1_40,c,i1_c1,26.84 ,OD,Parcel,LS1,571FC,L
i4_1,c1_40,c,i4_c1,38.04 ,OD,Parcel,LS1,571FC,L
i4_2,c1_40,c,i4_c1,38.04 ,OD,Parcel,LS1,571FC,L
i4_3,c1_40,c,i4_c1,38.04 ,OD,Parcel,LS1,571FC,L
i4_4,c1_40,c,i4_c1,38.04 ,OD,Parcel,LS1,571FC,L
i1_1,c1_41,c,i1_c1,26.84 ,OD,Parcel,LS1,571FM,L
i1_2,c1_41,c,i1_c1,26.84 ,OD,Parcel,LS1,571FM,L
i4_1,c1_41,c,i4_c1,38.04 ,OD,Parcel,LS1,571FM,L
i4_2,c1_41,c,i4_c1,38.04 ,OD,Parcel,LS1,571FM,L
i4_3,c1_41,c,i4_c1,38.04 ,OD,Parcel,LS1,571FM,L
i4_4,c1_41,c,i4_c1,38.04 ,OD,Parcel,LS1,571FM,L
i1_1,c1_42,c,i1_c1,26.84 ,OD,Parcel,LS1,571FN,L
i1_2,c1_42,c,i1_c1,26.84 ,OD,Parcel,LS1,571FN,L
i4_1,c1_42,c,i4_c1,38.04 ,OD,Parcel,LS1,571FN,L
i4_2,c1_42,c,i4_c1,38.04 ,OD,Parcel,LS1,571FN,L
i4_3,c1_42,c,i4_c1,38.04 ,OD,Parcel,LS1,571FN,L
i4_4,c1_42,c,i4_c1,38.04 ,OD,Parcel,LS1,571FN,L
i1_1,c1_43,c,i1_c1,26.84 ,OD,Parcel,LS1,571FF,L
i1_2,c1_43,c,i1_c1,26.84 ,OD,Parcel,LS1,571FF,L
i4_1,c1_43,c,i4_c1,38.04 ,OD,Parcel,LS1,571FF,L
i4_2,c1_43,c,i4_c1,38.04 ,OD,Parcel,LS1,571FF,L
i4_3,c1_43,c,i4_c1,38.04 ,OD,Parcel,LS1,571FF,L
i4_4,c1_43,c,i4_c1,38.04 ,OD,Parcel,LS1,571FF,L
i1_1,c1_44,c,i1_c1,26.84 ,OD,Parcel,LS1,571FQ,L
i1_2,c1_44,c,i1_c1,26.84 ,OD,Parcel,LS1,571FQ,L
i4_1,c1_44,c,i4_c1,38.04 ,OD,Parcel,LS1,571FQ,L
i4_2,c1_44,c,i4_c1,38.04 ,OD,Parcel,LS1,571FQ,L
i4_3,c1_44,c,i4_c1,38.04 ,OD,Parcel,LS1,571FQ,L
i4_4,c1_44,c,i4_c1,38.04 ,OD,Parcel,LS1,571FQ,L
i1_1,c1_45,c,i1_c1,26.84 ,OD,Parcel,LS1,571FT,L
i1_2,c1_45,c,i1_c1,26.84 ,OD,Parcel,LS1,571FT,L
i4_1,c1_45,c,i4_c1,38.04 ,OD,Parcel,LS1,571FT,L
i4_2,c1_45,c,i4_c1,38.04 ,OD,Parcel,LS1,571FT,L
i4_3,c1_45,c,i4_c1,38.04 ,OD,Parcel,LS1,571FT,L
i4_4,c1_45,c,i4_c1,38.04 ,OD,Parcel,LS1,571FT,L
i1_1,c1_46,c,i1_c1,26.84 ,OD,Parcel,LS1,571FP,L
i1_2,c1_46,c,i1_c1,26.84 ,OD,Parcel,LS1,571FP,L
i4_1,c1_46,c,i4_c1,38.04 ,OD,Parcel,LS1,571FP,L
i4_2,c1_46,c,i4_c1,38.04 ,OD,Parcel,LS1,571FP,L
i4_3,c1_46,c,i4_c1,38.04 ,OD,Parcel,LS1,571FP,L
i4_4,c1_46,c,i4_c1,38.04 ,OD,Parcel,LS1,571FP,L
i1_1,c1_47,c,i1_c1,26.84 ,OD,Parcel,LS1,571FB,L
i1_2,c1_47,c,i1_c1,26.84 ,OD,Parcel,LS1,571FB,L
i4_1,c1_47,c,i4_c1,38.04 ,OD,Parcel,LS1,571FB,L
i4_2,c1_47,c,i4_c1,38.04 ,OD,Parcel,LS1,571FB,L
i4_3,c1_47,c,i4_c1,38.04 ,OD,Parcel,LS1,571FB,L
i4_4,c1_47,c,i4_c1,38.04 ,OD,Parcel,LS1,571FB,L
i1_1,c1_48,c,i1_c1,26.84 ,OD,Parcel,LS1,571FA,L
i1_2,c1_48,c,i1_c1,26.84 ,OD,Parcel,LS1,571FA,L
i4_1,c1_48,c,i4_c1,38.04 ,OD,Parcel,LS1,571FA,L
i4_2,c1_48,c,i4_c1,38.04 ,OD,Parcel,LS1,571FA,L
i4_3,c1_48,c,i4_c1,38.04 ,OD,Parcel,LS1,571FA,L
i4_4,c1_48,c,i4_c1,38.04 ,OD,Parcel,LS1,571FA,L
i1_1,c1_49,c,i1_c1,26.84 ,OD,Parcel,LS1,571CK,L
i1_2,c1_49,c,i1_c1,26.84 ,OD,Parcel,LS1,571CK,L
i4_1,c1_49,c,i4_c1,38.04 ,OD,Parcel,LS1,571CK,L
i4_2,c1_49,c,i4_c1,38.04 ,OD,Parcel,LS1,571CK,L
i4_3,c1_49,c,i4_c1,38.04 ,OD,Parcel,LS1,571CK,L
i4_4,c1_49,c,i4_c1,38.04 ,OD,Parcel,LS1,571CK,L
i1_1,c1_5,c,i1_c1,26.84 ,OD,Parcel,LS1,571QD,L
i1_2,c1_5,c,i1_c1,26.84 ,OD,Parcel,LS1,571QD,L
i4_1,c1_5,c,i4_c1,38.04 ,OD,Parcel,LS1,571QD,L
i4_2,c1_5,c,i4_c1,38.04 ,OD,Parcel,LS1,571QD,L
i4_3,c1_5,c,i4_c1,38.04 ,OD,Parcel,LS1,571QD,L
i4_4,c1_5,c,i4_c1,38.04 ,OD,Parcel,LS1,571QD,L
i1_1,c1_50,c,i1_c1,26.84 ,OD,Parcel,LS1,571KM,L
i1_2,c1_50,c,i1_c1,26.84 ,OD,Parcel,LS1,571KM,L
i4_1,c1_50,c,i4_c1,38.04 ,OD,Parcel,LS1,571KM,L
i4_2,c1_50,c,i4_c1,38.04 ,OD,Parcel,LS1,571KM,L
i4_3,c1_50,c,i4_c1,38.04 ,OD,Parcel,LS1,571KM,L
i4_4,c1_50,c,i4_c1,38.04 ,OD,Parcel,LS1,571KM,L
i1_1,c1_6,c,i1_c1,26.84 ,OD,Parcel,LS1,571TP,L
i1_2,c1_6,c,i1_c1,26.84 ,OD,Parcel,LS1,571TP,L
i4_1,c1_6,c,i4_c1,38.04 ,OD,Parcel,LS1,571TP,L
i4_2,c1_6,c,i4_c1,38.04 ,OD,Parcel,LS1,571TP,L
i4_3,c1_6,c,i4_c1,38.04 ,OD,Parcel,LS1,571TP,L
i4_4,c1_6,c,i4_c1,38.04 ,OD,Parcel,LS1,571TP,L
i1_1,c1_7,c,i1_c1,26.84 ,OD,Parcel,LS1,571QE,L
i1_2,c1_7,c,i1_c1,26.84 ,OD,Parcel,LS1,571QE,L
i4_1,c1_7,c,i4_c1,38.04 ,OD,Parcel,LS1,571QE,L
i4_2,c1_7,c,i4_c1,38.04 ,OD,Parcel,LS1,571QE,L
i4_3,c1_7,c,i4_c1,38.04 ,OD,Parcel,LS1,571QE,L
i4_4,c1_7,c,i4_c1,38.04 ,OD,Parcel,LS1,571QE,L
i1_1,c1_8,c,i1_c1,26.84 ,OD,Parcel,LS1,571TQ,L
i1_2,c1_8,c,i1_c1,26.84 ,OD,Parcel,LS1,571TQ,L
i4_1,c1_8,c,i4_c1,38.04 ,OD,Parcel,LS1,571TQ,L
i4_2,c1_8,c,i4_c1,38.04 ,OD,Parcel,LS1,571TQ,L
i4_3,c1_8,c,i4_c1,38.04 ,OD,Parcel,LS1,571TQ,L
i4_4,c1_8,c,i4_c1,38.04 ,OD,Parcel,LS1,571TQ,L
i1_1,c1_9,c,i1_c1,26.84 ,OD,Parcel,LS1,571AJ,L
i1_2,c1_9,c,i1_c1,26.84 ,OD,Parcel,LS1,571AJ,L
i4_1,c1_9,c,i4_c1,38.04 ,OD,Parcel,LS1,571AJ,L
i4_2,c1_9,c,i4_c1,38.04 ,OD,Parcel,LS1,571AJ,L
i4_3,c1_9,c,i4_c1,38.04 ,OD,Parcel,LS1,571AJ,L
i4_4,c1_9,c,i4_c1,38.04 ,OD,Parcel,LS1,571AJ,L
i19_1,c13_1,c,i19_c13,115.88 ,OD,Parcel,AS1,023,A
i19_2,c13_1,c,i19_c13,115.88 ,OD,Parcel,AS1,023,A
i19_3,c13_1,c,i19_c13,115.88 ,OD,Parcel,AS1,023,A
i19_4,c13_1,c,i19_c13,115.88 ,OD,Parcel,AS1,023,A
i20_1,c13_1,c,i20_c13,103.40 ,OD,Parcel,AS1,023,A
i20_2,c13_1,c,i20_c13,103.40 ,OD,Parcel,AS1,023,A
i21_1,c13_1,c,i21_c13,56.20 ,OD,Parcel,AS2,023,A
i21_2,c13_1,c,i21_c13,56.20 ,OD,Parcel,AS2,023,A
i24_1,c13_1,c,i24_c13,74.44 ,OD,Parcel,AS2,023,A
i24_2,c13_1,c,i24_c13,74.44 ,OD,Parcel,AS2,023,A
i24_3,c13_1,c,i24_c13,74.44 ,OD,Parcel,AS2,023,A
i24_4,c13_1,c,i24_c13,74.44 ,OD,Parcel,AS2,023,A
i19_1,c13_10,c,i19_c13,115.88 ,OD,Parcel,AS1,5950,A
i19_2,c13_10,c,i19_c13,115.88 ,OD,Parcel,AS1,5950,A
i19_3,c13_10,c,i19_c13,115.88 ,OD,Parcel,AS1,5950,A
i19_4,c13_10,c,i19_c13,115.88 ,OD,Parcel,AS1,5950,A
i20_1,c13_10,c,i20_c13,103.40 ,OD,Parcel,AS1,5950,A
i20_2,c13_10,c,i20_c13,103.40 ,OD,Parcel,AS1,5950,A
i21_1,c13_10,c,i21_c13,56.20 ,OD,Parcel,AS2,5950,A
i21_2,c13_10,c,i21_c13,56.20 ,OD,Parcel,AS2,5950,A
i24_1,c13_10,c,i24_c13,74.44 ,OD,Parcel,AS2,5950,A
i24_2,c13_10,c,i24_c13,74.44 ,OD,Parcel,AS2,5950,A
i24_3,c13_10,c,i24_c13,74.44 ,OD,Parcel,AS2,5950,A
i24_4,c13_10,c,i24_c13,74.44 ,OD,Parcel,AS2,5950,A
i19_1,c13_11,c,i19_c13,115.88 ,OD,Parcel,AS1,028,A
i19_2,c13_11,c,i19_c13,115.88 ,OD,Parcel,AS1,028,A
i19_3,c13_11,c,i19_c13,115.88 ,OD,Parcel,AS1,028,A
i19_4,c13_11,c,i19_c13,115.88 ,OD,Parcel,AS1,028,A
i20_1,c13_11,c,i20_c13,103.40 ,OD,Parcel,AS1,028,A
i20_2,c13_11,c,i20_c13,103.40 ,OD,Parcel,AS1,028,A
i21_1,c13_11,c,i21_c13,56.20 ,OD,Parcel,AS2,028,A
i21_2,c13_11,c,i21_c13,56.20 ,OD,Parcel,AS2,028,A
i24_1,c13_11,c,i24_c13,74.44 ,OD,Parcel,AS2,028,A
