machine_id,package_id,time_stamp,action
r1_1,389009,17767.0,wait
r1_1,389009,17805.399999999994,start
r1_1,389009,17810.199999999993,end
"('r1_1', 'm1_1')",389009,17851.569999999992,wait
r1_1,389010,17767.0,wait
r1_1,389010,17805.399999999994,start
r1_1,389010,17810.199999999993,end
"('r1_1', 'm1_1')",389010,17851.569999999992,wait
r1_1,389011,17767.0,wait
r1_1,389011,17810.199999999993,start
r1_1,389011,17814.999999999993,end
"('r1_1', 'm1_1')",389011,17856.36999999999,wait
r1_1,389401,17767.0,wait
r1_1,389401,17810.199999999993,start
r1_1,389401,17814.999999999993,end
"('r1_1', 'm1_1')",389401,17856.36999999999,wait
r1_1,389402,17767.0,wait
r1_1,389402,17814.999999999993,start
r1_1,389402,17819.799999999992,end
"('r1_1', 'm1_1')",389402,17861.16999999999,wait
r1_1,389403,17767.0,wait
r1_1,389403,17814.999999999993,start
r1_1,389403,17819.799999999992,end
"('r1_1', 'm1_1')",389403,17861.16999999999,wait
r1_1,389404,17767.0,wait
r1_1,389404,17819.799999999992,start
r1_1,389404,17824.59999999999,end
"('r1_1', 'm1_1')",389404,17865.96999999999,wait
r1_1,389405,17767.0,wait
r1_1,389405,17819.799999999992,start
r1_1,389405,17824.59999999999,end
"('r1_1', 'm1_1')",389405,17865.96999999999,wait
r1_1,389406,17767.0,wait
r1_1,389406,17824.59999999999,start
r1_1,389406,17829.39999999999,end
"('r1_1', 'm1_1')",389406,17870.76999999999,wait
r1_1,389407,17767.0,wait
r1_1,389407,17824.59999999999,start
r1_1,389407,17829.39999999999,end
"('r1_1', 'm1_1')",389407,17870.76999999999,wait
r1_1,389408,17767.0,wait
r1_1,389408,17829.39999999999,start
r1_1,389408,17834.19999999999,end
"('r1_1', 'm1_1')",389408,17875.56999999999,wait
r1_1,389409,17767.0,wait
r1_1,389409,17829.39999999999,start
r1_1,389409,17834.19999999999,end
"('r1_1', 'm1_1')",389409,17875.56999999999,wait
r1_1,389410,17767.0,wait
r1_1,389410,17834.19999999999,start
r1_1,389410,17838.99999999999,end
"('r1_1', 'm1_1')",389410,17880.369999999988,wait
r1_1,389411,17767.0,wait
r1_1,389411,17834.19999999999,start
r1_1,389411,17838.99999999999,end
"('r1_1', 'm1_1')",389411,17880.369999999988,wait
r1_1,389412,17767.0,wait
r1_1,389412,17838.99999999999,start
r1_1,389412,17843.79999999999,end
"('r1_1', 'm1_1')",389412,17885.169999999987,wait
r1_1,389413,17767.0,wait
r1_1,389413,17838.99999999999,start
r1_1,389413,17843.79999999999,end
"('r1_1', 'm1_1')",389413,17885.169999999987,wait
r1_1,389414,17767.0,wait
r1_1,389414,17843.79999999999,start
r1_1,389414,17848.599999999988,end
"('r1_1', 'm1_1')",389414,17889.969999999987,wait
r1_1,389415,17767.0,wait
r1_1,389415,17843.79999999999,start
r1_1,389415,17848.599999999988,end
"('r1_1', 'm1_1')",389415,17889.969999999987,wait
r1_1,389416,17767.0,wait
r1_1,389416,17848.599999999988,start
r1_1,389416,17853.399999999987,end
"('r1_1', 'm1_1')",389416,17894.769999999986,wait
r1_1,389417,17767.0,wait
r1_1,389417,17848.599999999988,start
r1_1,389417,17853.399999999987,end
"('r1_1', 'm1_1')",389417,17894.769999999986,wait
r1_1,389418,17767.0,wait
r1_1,389418,17853.399999999987,start
r1_1,389418,17858.199999999986,end
"('r1_1', 'm1_1')",389418,17899.569999999985,wait
r1_1,389419,17767.0,wait
r1_1,389419,17853.399999999987,start
r1_1,389419,17858.199999999986,end
"('r1_1', 'm1_1')",389419,17899.569999999985,wait
r1_1,389420,17767.0,wait
r1_1,389420,17858.199999999986,start
r1_1,389420,17862.999999999985,end
"('r1_1', 'm1_1')",389420,17904.369999999984,wait
r1_1,389421,17767.0,wait
r1_1,389421,17858.199999999986,start
r1_1,389421,17862.999999999985,end
"('r1_1', 'm1_1')",389421,17904.369999999984,wait
r1_1,389422,17767.0,wait
r1_1,389422,17862.999999999985,start
r1_1,389422,17867.799999999985,end
"('r1_1', 'm1_1')",389422,17909.169999999984,wait
r1_1,389423,17767.0,wait
r1_1,389423,17862.999999999985,start
r1_1,389423,17867.799999999985,end
"('r1_1', 'm1_1')",389423,17909.169999999984,wait
r1_1,389424,17767.0,wait
r1_1,389424,17867.799999999985,start
r1_1,389424,17872.599999999984,end
"('r1_1', 'm1_1')",389424,17913.969999999983,wait
r1_1,389425,17767.0,wait
r1_1,389425,17867.799999999985,start
r1_1,389425,17872.599999999984,end
"('r1_1', 'm1_1')",389425,17913.969999999983,wait
r1_1,389426,17767.0,wait
r1_1,389426,17872.599999999984,start
r1_1,389426,17877.399999999983,end
"('r1_1', 'm1_1')",389426,17918.769999999982,wait
r1_1,389427,17767.0,wait
r1_1,389427,17872.599999999984,start
r1_1,389427,17877.399999999983,end
"('r1_1', 'm1_1')",389427,17918.769999999982,wait
r1_1,389428,17767.0,wait
r1_1,389428,17877.399999999983,start
r1_1,389428,17882.199999999983,end
"('r1_1', 'm1_1')",389428,17923.56999999998,wait
r1_1,389429,17767.0,wait
r1_1,389429,17877.399999999983,start
r1_1,389429,17882.199999999983,end
"('r1_1', 'm1_1')",389429,17923.56999999998,wait
r1_1,389430,17767.0,wait
r1_1,389430,17882.199999999983,start
r1_1,389430,17886.99999999998,end
"('r1_1', 'm1_1')",389430,17928.36999999998,wait
r1_1,389431,17767.0,wait
r1_1,389431,17882.199999999983,start
r1_1,389431,17886.99999999998,end
"('r1_1', 'm1_1')",389431,17928.36999999998,wait
r1_1,392544,17767.0,wait
r1_1,392544,17886.99999999998,start
r1_1,392544,17891.79999999998,end
"('r1_1', 'm1_1')",392544,17933.16999999998,wait
r1_1,392545,17767.0,wait
r1_1,392545,17886.99999999998,start
r1_1,392545,17891.79999999998,end
"('r1_1', 'm1_1')",392545,17933.16999999998,wait
r1_1,392546,17767.0,wait
r1_1,392546,17891.79999999998,start
r1_1,392546,17896.59999999998,end
"('r1_1', 'm1_1')",392546,17937.96999999998,wait
r1_1,392547,17767.0,wait
r1_1,392547,17891.79999999998,start
r1_1,392547,17896.59999999998,end
"('r1_1', 'm1_1')",392547,17937.96999999998,wait
r1_1,392550,17767.0,wait
r1_1,392550,17896.59999999998,start
r1_1,392550,17901.39999999998,end
"('r1_1', 'm1_1')",392550,17942.76999999998,wait
r1_1,392551,17767.0,wait
r1_1,392551,17896.59999999998,start
r1_1,392551,17901.39999999998,end
"('r1_1', 'm1_1')",392551,17942.76999999998,wait
r1_1,392552,17767.0,wait
r1_1,392552,17901.39999999998,start
r1_1,392552,17906.19999999998,end
"('r1_1', 'm1_1')",392552,17947.569999999978,wait
r1_1,392553,17767.0,wait
r1_1,392553,17901.39999999998,start
r1_1,392553,17906.19999999998,end
"('r1_1', 'm1_1')",392553,17947.569999999978,wait
r1_1,393320,17767.0,wait
r1_1,393320,17906.19999999998,start
r1_1,393320,17910.999999999978,end
"('r1_1', 'm1_1')",393320,17952.369999999977,wait
r1_1,386545,21517.0,wait
r1_1,386545,21517.0,start
r1_1,386545,21521.8,end
"('r1_1', 'm1_1')",386545,21563.17,wait
r1_1,387965,26734.0,wait
r1_1,387965,26734.0,start
r1_1,387965,26738.8,end
"('r1_1', 'm1_1')",387965,26780.17,wait
r1_1,389623,27738.0,wait
r1_1,389623,27738.0,start
r1_1,389623,27742.8,end
"('r1_1', 'm1_1')",389623,27784.17,wait
r1_1,387206,47188.0,wait
r1_1,387206,47188.0,start
r1_1,387206,47192.8,end
"('r1_1', 'm1_1')",387206,47234.170000000006,wait
r1_1,387847,47188.0,wait
r1_1,387847,47188.0,start
r1_1,387847,47192.8,end
"('r1_1', 'm1_1')",387847,47234.170000000006,wait
r1_1,391305,47188.0,wait
r1_1,391305,47192.8,start
r1_1,391305,47197.600000000006,end
"('r1_1', 'm1_1')",391305,47238.97000000001,wait
r1_2,1835,254.00000000000003,wait
r1_2,1835,300.0,start
r1_2,1835,304.8,end
"('r1_2', 'm1_1')",1835,346.17,wait
r1_2,386367,254.00000000000003,wait
r1_2,386367,300.0,start
r1_2,386367,304.8,end
"('r1_2', 'm1_1')",386367,346.17,wait
r1_2,1911,7002.0,wait
r1_2,1911,7002.0,start
r1_2,1911,7006.8,end
"('r1_2', 'm1_1')",1911,7048.17,wait
r1_2,385229,7002.0,wait
r1_2,385229,7002.0,start
r1_2,385229,7006.8,end
"('r1_2', 'm1_1')",385229,7048.17,wait
r1_2,385835,7002.0,wait
r1_2,385835,7006.8,start
r1_2,385835,7011.6,end
"('r1_2', 'm1_1')",385835,7052.97,wait
r1_2,385836,7002.0,wait
r1_2,385836,7006.8,start
r1_2,385836,7011.6,end
"('r1_2', 'm1_1')",385836,7052.97,wait
r1_2,385837,7002.0,wait
r1_2,385837,7011.6,start
r1_2,385837,7016.400000000001,end
"('r1_2', 'm1_1')",385837,7057.77,wait
r1_2,386536,7002.0,wait
r1_2,386536,7011.6,start
r1_2,386536,7016.400000000001,end
"('r1_2', 'm1_1')",386536,7057.77,wait
r1_2,386537,7002.0,wait
r1_2,386537,7016.400000000001,start
r1_2,386537,7021.200000000001,end
"('r1_2', 'm1_1')",386537,7062.570000000001,wait
r1_2,386538,7002.0,wait
r1_2,386538,7016.400000000001,start
r1_2,386538,7021.200000000001,end
"('r1_2', 'm1_1')",386538,7062.570000000001,wait
r1_2,387782,7002.0,wait
r1_2,387782,7021.200000000001,start
r1_2,387782,7026.000000000001,end
"('r1_2', 'm1_1')",387782,7067.370000000001,wait
r1_2,387783,7002.0,wait
r1_2,387783,7021.200000000001,start
r1_2,387783,7026.000000000001,end
"('r1_2', 'm1_1')",387783,7067.370000000001,wait
r1_2,387784,7002.0,wait
r1_2,387784,7026.000000000001,start
r1_2,387784,7030.800000000001,end
"('r1_2', 'm1_1')",387784,7072.170000000001,wait
r1_2,387785,7002.0,wait
r1_2,387785,7026.000000000001,start
r1_2,387785,7030.800000000001,end
"('r1_2', 'm1_1')",387785,7072.170000000001,wait
r1_2,387786,7002.0,wait
r1_2,387786,7030.800000000001,start
r1_2,387786,7035.600000000001,end
"('r1_2', 'm1_1')",387786,7076.970000000001,wait
r1_2,387787,7002.0,wait
r1_2,387787,7030.800000000001,start
r1_2,387787,7035.600000000001,end
"('r1_2', 'm1_1')",387787,7076.970000000001,wait
r1_2,387789,7002.0,wait
r1_2,387789,7035.600000000001,start
r1_2,387789,7040.4000000000015,end
"('r1_2', 'm1_1')",387789,7081.770000000001,wait
r1_2,387790,7002.0,wait
r1_2,387790,7035.600000000001,start
r1_2,387790,7040.4000000000015,end
"('r1_2', 'm1_1')",387790,7081.770000000001,wait
r1_2,387791,7002.0,wait
r1_2,387791,7040.4000000000015,start
r1_2,387791,7045.200000000002,end
"('r1_2', 'm1_1')",387791,7086.5700000000015,wait
r1_2,387792,7002.0,wait
r1_2,387792,7040.4000000000015,start
r1_2,387792,7045.200000000002,end
"('r1_2', 'm1_1')",387792,7086.5700000000015,wait
r1_2,387793,7002.0,wait
r1_2,387793,7045.200000000002,start
r1_2,387793,7050.000000000002,end
"('r1_2', 'm1_1')",387793,7091.370000000002,wait
r1_2,387794,7002.0,wait
r1_2,387794,7045.200000000002,start
r1_2,387794,7050.000000000002,end
"('r1_2', 'm1_1')",387794,7091.370000000002,wait
r1_2,387795,7002.0,wait
r1_2,387795,7050.000000000002,start
r1_2,387795,7054.800000000002,end
"('r1_2', 'm1_1')",387795,7096.170000000002,wait
r1_2,387796,7002.0,wait
r1_2,387796,7050.000000000002,start
r1_2,387796,7054.800000000002,end
"('r1_2', 'm1_1')",387796,7096.170000000002,wait
r1_2,387797,7002.0,wait
r1_2,387797,7054.800000000002,start
r1_2,387797,7059.600000000002,end
"('r1_2', 'm1_1')",387797,7100.970000000002,wait
r1_2,387798,7002.0,wait
r1_2,387798,7054.800000000002,start
r1_2,387798,7059.600000000002,end
"('r1_2', 'm1_1')",387798,7100.970000000002,wait
r1_2,387799,7002.0,wait
r1_2,387799,7059.600000000002,start
r1_2,387799,7064.400000000002,end
"('r1_2', 'm1_1')",387799,7105.770000000002,wait
r1_2,387800,7002.0,wait
r1_2,387800,7059.600000000002,start
r1_2,387800,7064.400000000002,end
"('r1_2', 'm1_1')",387800,7105.770000000002,wait
r1_2,387801,7002.0,wait
r1_2,387801,7064.400000000002,start
r1_2,387801,7069.200000000003,end
"('r1_2', 'm1_1')",387801,7110.570000000002,wait
r1_2,387802,7002.0,wait
r1_2,387802,7064.400000000002,start
r1_2,387802,7069.200000000003,end
"('r1_2', 'm1_1')",387802,7110.570000000002,wait
r1_2,387803,7002.0,wait
r1_2,387803,7069.200000000003,start
r1_2,387803,7074.000000000003,end
"('r1_2', 'm1_1')",387803,7115.370000000003,wait
r1_2,387804,7002.0,wait
r1_2,387804,7069.200000000003,start
r1_2,387804,7074.000000000003,end
"('r1_2', 'm1_1')",387804,7115.370000000003,wait
r1_2,387805,7002.0,wait
r1_2,387805,7074.000000000003,start
r1_2,387805,7078.800000000003,end
"('r1_2', 'm1_1')",387805,7120.170000000003,wait
r1_2,387806,7002.0,wait
r1_2,387806,7074.000000000003,start
r1_2,387806,7078.800000000003,end
"('r1_2', 'm1_1')",387806,7120.170000000003,wait
r1_2,387807,7002.0,wait
r1_2,387807,7078.800000000003,start
r1_2,387807,7083.600000000003,end
"('r1_2', 'm1_1')",387807,7124.970000000003,wait
r1_2,387808,7002.0,wait
r1_2,387808,7078.800000000003,start
r1_2,387808,7083.600000000003,end
"('r1_2', 'm1_1')",387808,7124.970000000003,wait
r1_2,387809,7002.0,wait
r1_2,387809,7083.600000000003,start
r1_2,387809,7088.400000000003,end
"('r1_2', 'm1_1')",387809,7129.770000000003,wait
r1_2,388334,7002.0,wait
r1_2,388334,7083.600000000003,start
r1_2,388334,7088.400000000003,end
"('r1_2', 'm1_1')",388334,7129.770000000003,wait
r1_2,388335,7002.0,wait
r1_2,388335,7088.400000000003,start
r1_2,388335,7093.2000000000035,end
"('r1_2', 'm1_1')",388335,7134.570000000003,wait
r1_2,388847,7002.0,wait
r1_2,388847,7088.400000000003,start
r1_2,388847,7093.2000000000035,end
"('r1_2', 'm1_1')",388847,7134.570000000003,wait
r1_2,388848,7002.0,wait
r1_2,388848,7093.2000000000035,start
r1_2,388848,7098.000000000004,end
"('r1_2', 'm1_1')",388848,7139.3700000000035,wait
r1_2,388849,7002.0,wait
r1_2,388849,7093.2000000000035,start
r1_2,388849,7098.000000000004,end
"('r1_2', 'm1_1')",388849,7139.3700000000035,wait
r1_2,388850,7002.0,wait
r1_2,388850,7098.000000000004,start
r1_2,388850,7102.800000000004,end
"('r1_2', 'm1_1')",388850,7144.170000000004,wait
r1_2,388851,7002.0,wait
r1_2,388851,7098.000000000004,start
r1_2,388851,7102.800000000004,end
"('r1_2', 'm1_1')",388851,7144.170000000004,wait
r1_2,388852,7002.0,wait
r1_2,388852,7102.800000000004,start
r1_2,388852,7107.600000000004,end
"('r1_2', 'm1_1')",388852,7148.970000000004,wait
r1_2,388853,7002.0,wait
r1_2,388853,7102.800000000004,start
r1_2,388853,7107.600000000004,end
"('r1_2', 'm1_1')",388853,7148.970000000004,wait
r1_2,388854,7002.0,wait
r1_2,388854,7107.600000000004,start
r1_2,388854,7112.400000000004,end
"('r1_2', 'm1_1')",388854,7153.770000000004,wait
r1_2,388855,7002.0,wait
r1_2,388855,7107.600000000004,start
r1_2,388855,7112.400000000004,end
"('r1_2', 'm1_1')",388855,7153.770000000004,wait
r1_2,388856,7002.0,wait
r1_2,388856,7112.400000000004,start
r1_2,388856,7117.200000000004,end
"('r1_2', 'm1_1')",388856,7158.570000000004,wait
r1_2,388857,7002.0,wait
r1_2,388857,7112.400000000004,start
r1_2,388857,7117.200000000004,end
"('r1_2', 'm1_1')",388857,7158.570000000004,wait
r1_2,388858,7002.0,wait
r1_2,388858,7117.200000000004,start
r1_2,388858,7122.000000000005,end
"('r1_2', 'm1_1')",388858,7163.370000000004,wait
r1_2,388859,7002.0,wait
r1_2,388859,7117.200000000004,start
r1_2,388859,7122.000000000005,end
"('r1_2', 'm1_1')",388859,7163.370000000004,wait
r1_2,388860,7002.0,wait
r1_2,388860,7122.000000000005,start
r1_2,388860,7126.800000000005,end
"('r1_2', 'm1_1')",388860,7168.170000000005,wait
r1_2,388861,7002.0,wait
r1_2,388861,7122.000000000005,start
r1_2,388861,7126.800000000005,end
"('r1_2', 'm1_1')",388861,7168.170000000005,wait
r1_2,388862,7002.0,wait
r1_2,388862,7126.800000000005,start
r1_2,388862,7131.600000000005,end
"('r1_2', 'm1_1')",388862,7172.970000000005,wait
r1_2,388863,7002.0,wait
r1_2,388863,7126.800000000005,start
r1_2,388863,7131.600000000005,end
"('r1_2', 'm1_1')",388863,7172.970000000005,wait
r1_2,388864,7002.0,wait
r1_2,388864,7131.600000000005,start
r1_2,388864,7136.400000000005,end
"('r1_2', 'm1_1')",388864,7177.770000000005,wait
r1_2,388865,7002.0,wait
r1_2,388865,7131.600000000005,start
r1_2,388865,7136.400000000005,end
"('r1_2', 'm1_1')",388865,7177.770000000005,wait
r1_2,389511,7002.0,wait
r1_2,389511,7136.400000000005,start
r1_2,389511,7141.200000000005,end
"('r1_2', 'm1_1')",389511,7182.570000000005,wait
r1_2,389512,7002.0,wait
r1_2,389512,7136.400000000005,start
r1_2,389512,7141.200000000005,end
"('r1_2', 'm1_1')",389512,7182.570000000005,wait
r1_2,389513,7002.0,wait
r1_2,389513,7141.200000000005,start
r1_2,389513,7146.0000000000055,end
"('r1_2', 'm1_1')",389513,7187.370000000005,wait
r1_2,389514,7002.0,wait
r1_2,389514,7141.200000000005,start
r1_2,389514,7146.0000000000055,end
"('r1_2', 'm1_1')",389514,7187.370000000005,wait
r1_2,389515,7002.0,wait
r1_2,389515,7146.0000000000055,start
r1_2,389515,7150.800000000006,end
"('r1_2', 'm1_1')",389515,7192.1700000000055,wait
r1_2,389516,7002.0,wait
r1_2,389516,7146.0000000000055,start
r1_2,389516,7150.800000000006,end
"('r1_2', 'm1_1')",389516,7192.1700000000055,wait
r1_2,389517,7002.0,wait
r1_2,389517,7150.800000000006,start
r1_2,389517,7155.600000000006,end
"('r1_2', 'm1_1')",389517,7196.970000000006,wait
r1_2,392769,7002.0,wait
r1_2,392769,7150.800000000006,start
r1_2,392769,7155.600000000006,end
"('r1_2', 'm1_1')",392769,7196.970000000006,wait
r1_2,392770,7002.0,wait
r1_2,392770,7155.600000000006,start
r1_2,392770,7160.400000000006,end
"('r1_2', 'm1_1')",392770,7201.770000000006,wait
r1_2,392771,7002.0,wait
r1_2,392771,7155.600000000006,start
r1_2,392771,7160.400000000006,end
"('r1_2', 'm1_1')",392771,7201.770000000006,wait
r1_2,392804,7002.0,wait
r1_2,392804,7160.400000000006,start
r1_2,392804,7165.200000000006,end
"('r1_2', 'm1_1')",392804,7206.570000000006,wait
r1_2,392805,7002.0,wait
r1_2,392805,7160.400000000006,start
r1_2,392805,7165.200000000006,end
"('r1_2', 'm1_1')",392805,7206.570000000006,wait
r1_2,393300,7002.0,wait
r1_2,393300,7165.200000000006,start
r1_2,393300,7170.000000000006,end
"('r1_2', 'm1_1')",393300,7211.370000000006,wait
r1_2,394225,7002.0,wait
r1_2,394225,7165.200000000006,start
r1_2,394225,7170.000000000006,end
"('r1_2', 'm1_1')",394225,7211.370000000006,wait
r1_2,394226,7002.0,wait
r1_2,394226,7170.000000000006,start
r1_2,394226,7174.800000000007,end
"('r1_2', 'm1_1')",394226,7216.170000000006,wait
r1_2,394228,7002.0,wait
r1_2,394228,7170.000000000006,start
r1_2,394228,7174.800000000007,end
"('r1_2', 'm1_1')",394228,7216.170000000006,wait
r1_2,394229,7002.0,wait
r1_2,394229,7174.800000000007,start
r1_2,394229,7179.600000000007,end
"('r1_2', 'm1_1')",394229,7220.970000000007,wait
r1_2,394230,7002.0,wait
r1_2,394230,7174.800000000007,start
r1_2,394230,7179.600000000007,end
"('r1_2', 'm1_1')",394230,7220.970000000007,wait
r1_2,394231,7002.0,wait
r1_2,394231,7179.600000000007,start
r1_2,394231,7184.400000000007,end
"('r1_2', 'm1_1')",394231,7225.770000000007,wait
r1_2,394233,7002.0,wait
r1_2,394233,7179.600000000007,start
r1_2,394233,7184.400000000007,end
"('r1_2', 'm1_1')",394233,7225.770000000007,wait
r1_2,394234,7002.0,wait
r1_2,394234,7184.400000000007,start
r1_2,394234,7189.200000000007,end
"('r1_2', 'm1_1')",394234,7230.570000000007,wait
r1_2,1828,12500.0,wait
r1_2,1828,12500.0,start
r1_2,1828,12504.8,end
"('r1_2', 'm1_1')",1828,12546.17,wait
r1_2,367,12500.0,wait
r1_2,367,12500.0,start
r1_2,367,12504.8,end
"('r1_2', 'm1_1')",367,12546.17,wait
r1_2,384694,12500.0,wait
r1_2,384694,12504.8,start
r1_2,384694,12509.599999999999,end
"('r1_2', 'm1_1')",384694,12550.97,wait
r1_2,389165,12500.0,wait
r1_2,389165,12504.8,start
r1_2,389165,12509.599999999999,end
"('r1_2', 'm1_1')",389165,12550.97,wait
r1_2,385239,16924.0,wait
r1_2,385239,16924.0,start
r1_2,385239,16928.8,end
"('r1_2', 'm1_1')",385239,16970.17,wait
r1_2,389685,26419.0,wait
r1_2,389685,26419.0,start
r1_2,389685,26423.8,end
"('r1_2', 'm1_1')",389685,26465.17,wait
r1_2,394133,27468.0,wait
r1_2,394133,27468.0,start
r1_2,394133,27472.8,end
"('r1_2', 'm1_1')",394133,27514.17,wait
r1_2,394536,27468.0,wait
r1_2,394536,27468.0,start
r1_2,394536,27472.8,end
"('r1_2', 'm1_1')",394536,27514.17,wait
r1_2,384772,36204.0,wait
r1_2,384772,36204.0,start
r1_2,384772,36208.8,end
"('r1_2', 'm1_1')",384772,36250.170000000006,wait
r1_2,384773,36204.0,wait
r1_2,384773,36204.0,start
r1_2,384773,36208.8,end
"('r1_2', 'm1_1')",384773,36250.170000000006,wait
r1_3,386452,0.0,wait
r1_3,386452,0.0,start
r1_3,386452,4.8,end
"('r1_3', 'm1_3')",386452,46.169999999999995,wait
r1_3,386453,0.0,wait
r1_3,386453,0.0,start
r1_3,386453,4.8,end
"('r1_3', 'm1_3')",386453,46.169999999999995,wait
r1_3,386454,0.0,wait
r1_3,386454,4.8,start
